locus_tag	operonID	gene
b3857	operon_2057	mobA
b3858	operon_2058	yihD
b3859	operon_2058	srkA
b3860	operon_2058	dsbA
b3861	operon_2059	yihF
b3862	operon_2060	yihG
b3863	operon_2061	polA
b3864	operon_2062	spf
b3865	operon_2063	yihA
b4457	operon_2064	csrC
b3866	operon_2064	yihI
b3867	operon_2065	hemN
b4686	operon_2066	yshB
b3868	operon_2066	glnG
b3869	operon_2066	glnL
b3870	operon_2067	glnA
b3871	operon_2068	typA
b3872	operon_2069	yihL
b3873	operon_2069	yihM
b3874	operon_2069	yihN
b3875	operon_2070	ompL
b3876	operon_2070	yihO
b3877	operon_2071	yihP
b3878	operon_2071	yihQ
b3879	operon_2072	yihR
b3880	operon_2073	yihS
b3881	operon_2073	yihT
b3882	operon_2073	yihU
b3883	operon_2074	yihV
b3884	operon_2074	yihW
b3885	operon_2074	yihX
b3886	operon_2074	yihY
b3887	operon_2074	dtd
b3888	operon_2074	yiiD
b3889	operon_2075	yiiE
b3890	operon_2076	yiiF
b3891	operon_2077	fdhE
b3892	operon_2077	fdoI
b3893	operon_2077	fdoH
b3894	operon_2077	fdoG
b3895	operon_2078	fdhD
b3896	operon_2079	yiiG
b3897	operon_2080	frvR
b3898	operon_2080	frvX
b3899	operon_2080	frvB
b3900	operon_2080	frvA
b3901	operon_2081	rhaM
b3902	operon_2081	rhaD
b3903	operon_2082	rhaA
b3904	operon_2082	rhaB
b3905	operon_2083	rhaS
b3906	operon_2083	rhaR
b3907	operon_2084	rhaT
b3908	operon_2085	sodA
b3909	operon_2086	kdgT
b3910	operon_2087	yiiM
b3911	operon_2088	cpxA
b3912	operon_2088	cpxR
b4484	operon_2089	cpxP
b3915	operon_2090	fieF
b3916	operon_2091	pfkA
b3917	operon_2092	sbp
b3918	operon_2092	cdh
b3919	operon_2093	tpiA
b3920	operon_2093	yiiQ
b3921	operon_2094	yiiR
b3922	operon_2095	yiiS
b3923	operon_2095	uspD
b3924	operon_2096	fpr
b3925	operon_2097	glpX
b3926	operon_2097	glpK
b3927	operon_2097	glpF
b3928	operon_2098	zapB
b3929	operon_2099	rraA
b3930	operon_2099	menA
b3931	operon_2100	hslU
b3932	operon_2100	hslV
b3933	operon_2101	ftsN
b3934	operon_2101	cytR
b3935	operon_2102	priA
b3936	operon_2103	rpmE
b3937	operon_2104	yiiX
b3938	operon_2105	metJ
b3939	operon_2106	metB
b3940	operon_2106	metL
b3941	operon_2107	metF
b3942	operon_2108	katG
b3943	operon_2109	yijE
b3944	operon_2110	yijF
b3945	operon_2111	gldA
b3946	operon_2111	fsaB
b3947	operon_2111	frwA
b3949	operon_2112	frwC
b3950	operon_2112	frwB
b3951	operon_2113	pflD
b3952	operon_2113	pflC
b3953	operon_2113	frwD
b3954	operon_2114	yijO
b3955	operon_2115	eptC
b3956	operon_2116	ppc
b3957	operon_2117	argE
b3958	operon_2118	argC
b3959	operon_2118	argB
b3960	operon_2118	argH
b4458	operon_2119	oxyS
b3961	operon_2120	oxyR
b3962	operon_2121	sthA
b3963	operon_2122	fabR
b3964	operon_2122	yijD
b3965	operon_2123	trmA
b3966	operon_2124	btuB
b3967	operon_2124	murI
b3968	operon_2125	rrsB
b3969	operon_2126	gltT
b3970	operon_2127	rrlB
b3971	operon_2127	rrfB
b3972	operon_2128	murB
b3973	operon_2128	birA
b3974	operon_2129	coaA
b3976	operon_2130	thrU
b3977	operon_2130	tyrU
b3978	operon_2130	glyT
b3979	operon_2130	thrT
b3980	operon_2130	tufB
b3981	operon_2131	secE
b3982	operon_2131	nusG
b3983	operon_2132	rplK
b3984	operon_2132	rplA
b3985	operon_2133	rplJ
b3986	operon_2133	rplL
b3987	operon_2134	rpoB
b3988	operon_2135	rpoC
b3989	operon_2136	yjaZ
b4691	operon_2137	sroH
b3990	operon_2138	thiH
b3991	operon_2138	thiG
b4407	operon_2138	thiS
b3992	operon_2138	thiF
b3993	operon_2138	thiE
b3994	operon_2138	thiC
b3995	operon_2139	rsd
b3996	operon_2140	nudC
b3997	operon_2140	hemE
b3998	operon_2140	nfi
b3999	operon_2140	yjaG
b4000	operon_2141	hupA
b4001	operon_2141	yjaH
b4002	operon_2142	zraP
b4003	operon_2143	zraS
b4004	operon_2143	zraR
b4005	operon_2144	purD
b4006	operon_2144	purH
b4007	operon_2145	rrsE
b4008	operon_2145	gltV
b4009	operon_2146	rrlE
b4010	operon_2146	rrfE
b4011	operon_2146	yjaA
b4012	operon_2147	yjaB
b4013	operon_2148	metA
b4014	operon_2149	aceB
b4015	operon_2149	aceA
b4016	operon_2150	aceK
b4017	operon_2151	arpA
b4018	operon_2152	iclR
b4019	operon_2153	metH
b4020	operon_2154	yjbB
b4021	operon_2155	pepE
b4022	operon_2156	rluF
b4023	operon_2157	yjbD
b4024	operon_2158	lysC
b4025	operon_2159	pgi
b4026	operon_2160	yjbE
b4027	operon_2161	yjbF
b4028	operon_2161	yjbG
b4029	operon_2161	yjbH
b4620	operon_2162	yjbT
b4030	operon_2163	psiE
b4031	operon_2164	xylE
b4032	operon_2165	malG
b4033	operon_2165	malF
b4034	operon_2166	malE
b4035	operon_2167	malK
b4036	operon_2167	lamB
b4037	operon_2168	malM
b4038	operon_2169	yjbI
b4039	operon_2170	ubiC
b4040	operon_2170	ubiA
b4041	operon_2171	plsB
b4042	operon_2172	dgkA
b4043	operon_2172	lexA
b4044	operon_2173	dinF
b4045	operon_2173	yjbJ
b4046	operon_2174	zur
b4047	operon_2175	yjbL
b4048	operon_2175	yjbM
b4049	operon_2176	dusA
b4050	operon_2177	pspG
b4051	operon_2178	qorA
b4052	operon_2179	dnaB
b4053	operon_2179	alr
b4054	operon_2180	tyrB
b4621	operon_2181	yjbS
b4055	operon_2182	aphA
b4056	operon_2182	yjbQ
b4057	operon_2182	yjbR
b4058	operon_2183	uvrA
b4059	operon_2184	ssb
b4060	operon_2185	yjcB
b4061	operon_2186	yjcC
b4062	operon_2187	soxS
b4063	operon_2188	soxR
b4459	operon_2189	ryjA
b4064	operon_2190	yjcD
b4065	operon_2191	yjcE
b4066	operon_2192	yjcF
b4067	operon_2193	actP
b4068	operon_2193	yjcH
b4069	operon_2194	acs
b4070	operon_2195	nrfA
b4071	operon_2195	nrfB
b4072	operon_2195	nrfC
b4073	operon_2195	nrfD
b4074	operon_2195	nrfE
b4075	operon_2195	nrfF
b4076	operon_2195	nrfG
b4077	operon_2196	gltP
b4078	operon_2197	yjcO
b4079	operon_2198	fdhF
b4080	operon_2199	mdtP
b4081	operon_2199	mdtO
b4082	operon_2199	mdtN
b4622	operon_2199	ytcA
b4083	operon_2200	yjcS
b4084	operon_2201	alsK
b4085	operon_2201	alsE
b4086	operon_2201	alsC
b4087	operon_2201	alsA
b4088	operon_2202	alsB
b4089	operon_2202	alsR
b4090	operon_2203	rpiB
b4487	operon_2203	yjdP
b4092	operon_2204	phnP
b4093	operon_2204	phnO
b4094	operon_2204	phnN
b4095	operon_2204	phnM
b4096	operon_2204	phnL
b4097	operon_2204	phnK
b4098	operon_2204	phnJ
b4099	operon_2204	phnI
b4100	operon_2204	phnH
b4101	operon_2204	phnG
b4102	operon_2204	phnF
b4104	operon_2204	phnE
b4105	operon_2205	phnD
b4106	operon_2205	phnC
b4107	operon_2205	yjdN
b4108	operon_2206	yjdM
b4109	operon_2207	crfC
b4110	operon_2207	yjcZ
b4111	operon_2208	proP
b4703	operon_2208	pmrR
b4112	operon_2209	basS
b4113	operon_2209	basR
b4114	operon_2209	eptA
b4115	operon_2210	adiC
b4116	operon_2210	adiY
b4117	operon_2211	adiA
b4118	operon_2212	melR
b4119	operon_2213	melA
b4120	operon_2213	melB
b4121	operon_2214	yjdF
b4122	operon_2214	fumB
b4123	operon_2215	dcuB
b4124	operon_2216	dcuR
b4125	operon_2216	dcuS
b4126	operon_2217	yjdI
b4127	operon_2217	yjdJ
b4128	operon_2218	yjdK
b4559	operon_2218	yjdO
b4129	operon_2219	lysU
b4130	operon_2220	dtpC
b4131	operon_2221	cadA
b4132	operon_2221	cadB
b4133	operon_2222	cadC
b4654	operon_2223	yjdQ
b4134	operon_2224	pheU
b4135	operon_2225	yjdC
b4136	operon_2225	dsbD
b4137	operon_2225	cutA
b4138	operon_2226	dcuA
b4139	operon_2227	aspA
b4140	operon_2228	fxsA
b4141	operon_2229	yjeH
b4142	operon_2230	groS
b4143	operon_2230	groL
b4144	operon_2231	yjeI
b4145	operon_2232	yjeJ
b4146	operon_2233	epmB
b4147	operon_2234	efp
b4410	operon_2235	ecnA
b4411	operon_2235	ecnB
b4148	operon_2236	sugE
b4149	operon_2237	blc
b4150	operon_2238	ampC
b4151	operon_2239	frdD
b4152	operon_2239	frdC
b4153	operon_2239	frdB
b4154	operon_2239	frdA
b4155	operon_2240	epmA
b4156	operon_2241	yjeM
b4157	operon_2241	yjeN
b4158	operon_2241	yjeO
b4159	operon_2242	mscM
b4160	operon_2242	psd
b4161	operon_2242	rsgA
b4162	operon_2243	orn
b4163	operon_2244	glyV
b4164	operon_2244	glyX
b4165	operon_2244	glyY
b4670	operon_2245	yjeV
b4166	operon_2246	queG
b4167	operon_2247	nnr
b4168	operon_2247	tsaE
b4169	operon_2247	amiB
b4170	operon_2247	mutL
b4171	operon_2247	miaA
b4172	operon_2247	hfq
b4173	operon_2247	hflX
b4174	operon_2247	hflK
b4175	operon_2247	hflC
b4176	operon_2248	yjeT
b4177	operon_2248	purA
b4178	operon_2249	nsrR
b4179	operon_2249	rnr
b4180	operon_2250	rlmB
b4181	operon_2251	yjfI
b4182	operon_2251	yjfJ
b4183	operon_2252	yjfK
b4184	operon_2252	yjfL
b4185	operon_2252	yjfM
b4186	operon_2252	yjfC
b4187	operon_2253	aidB
b4188	operon_2254	yjfN
b4189	operon_2254	bsmA
b4190	operon_2255	yjfP
b4191	operon_2256	ulaR
b4192	operon_2257	ulaG
b4193	operon_2258	ulaA
b4194	operon_2258	ulaB
b4195	operon_2258	ulaC
b4196	operon_2258	ulaD
b4197	operon_2258	ulaE
b4198	operon_2258	ulaF
b4199	operon_2259	yjfY
b4200	operon_2260	rpsF
b4201	operon_2260	priB
b4202	operon_2260	rpsR
b4203	operon_2260	rplI
b4204	operon_2261	yjfZ
b4205	operon_2262	ytfA
b4206	operon_2263	ytfB
b4207	operon_2264	fklB
b4208	operon_2265	cycA
b4209	operon_2266	ytfE
b4210	operon_2266	ytfF
b4211	operon_2266	qorB
b4212	operon_2267	ytfH
b4213	operon_2268	cpdB
b4214	operon_2269	cysQ
b4215	operon_2270	ytfI
b4216	operon_2271	ytfJ
b4217	operon_2272	ytfK
b4218	operon_2273	ytfL
b4219	operon_2274	msrA
b4220	operon_2275	tamA
b4221	operon_2275	tamB
b4222	operon_2275	ytfP
b4224	operon_2276	chpS
b4225	operon_2276	chpB
b4226	operon_2277	ppa
b4227	operon_2278	ytfQ
b4485	operon_2278	ytfR
b4230	operon_2278	ytfT
b4231	operon_2278	yjfF
b4232	operon_2279	fbp
b4233	operon_2280	mpl
b4234	operon_2281	yjgA
b4235	operon_2282	pmbA
b4236	operon_2283	cybC
b4237	operon_2284	nrdG
b4238	operon_2285	nrdD
b4239	operon_2286	treC
b4240	operon_2286	treB
b4241	operon_2287	treR
b4702	operon_2288	mgtL
b4242	operon_2288	mgtA
b4243	operon_2289	ridA
b4244	operon_2290	pyrI
b4245	operon_2290	pyrB
b4246	operon_2290	pyrL
b4248	operon_2291	yjgH
b4249	operon_2292	bdcA
b4251	operon_2293	bdcR
b4252	operon_2293	tabA
b4253	operon_2293	yjgL
b4254	operon_2294	argI
b4255	operon_2295	rraB
b4256	operon_2296	yjgM
b4257	operon_2297	yjgN
b4258	operon_2298	valS
b4259	operon_2298	holC
b4260	operon_2299	pepA
b4261	operon_2300	lptF
b4262	operon_2300	lptG
b4263	operon_2301	yjgR
b4264	operon_2301	idnR
b4265	operon_2301	idnT
b4266	operon_2302	idnO
b4267	operon_2302	idnD
b4268	operon_2303	idnK
b4269	operon_2304	ahr
b4270	operon_2305	leuX
b4271	operon_2306	intB
b4274	operon_2307	yjgX
b4277	operon_2308	yjgZ
b4278	operon_2309	insG
b4279	operon_2310	yjhB
b4280	operon_2310	yjhC
b4655	operon_2310	ythA
b4281	operon_2311	yjhD
b4282	operon_2312	yjhE
b4561	operon_2313	insM
b4623	operon_2314	insO
b4286	operon_2314	yjhV
b4287	operon_2315	fecE
b4288	operon_2315	fecD
b4289	operon_2315	fecC
b4290	operon_2315	fecB
b4291	operon_2316	fecA
b4292	operon_2316	fecR
b4293	operon_2316	fecI
b4295	operon_2317	yjhU
b4296	operon_2318	yjhF
b4297	operon_2318	yjhG
b4298	operon_2318	yjhH
b4299	operon_2318	yjhI
b4300	operon_2319	sgcR
b4301	operon_2319	sgcE
b4302	operon_2319	sgcA
b4624	operon_2320	ryjB
b4303	operon_2321	sgcQ
b4304	operon_2321	sgcC
b4565	operon_2321	sgcB
b4305	operon_2321	sgcX
b4656	operon_2322	yjhY
b4306	operon_2322	yjhP
b4307	operon_2322	yjhQ
b4566	operon_2322	yjhX
b4657	operon_2323	yjhZ
b4308	operon_2324	yjhR
b4309	operon_2325	nanS
b4310	operon_2326	nanM
b4311	operon_2326	nanC
b4312	operon_2327	fimB
b4313	operon_2328	fimE
b4314	operon_2329	fimA
b4315	operon_2329	fimI
b4316	operon_2329	fimC
b4317	operon_2329	fimD
b4318	operon_2329	fimF
b4319	operon_2329	fimG
b4320	operon_2329	fimH
b4321	operon_2330	gntP
b4322	operon_2331	uxuA
b4323	operon_2332	uxuB
b4324	operon_2333	uxuR
b4325	operon_2334	yjiC
b4326	operon_2335	iraD
b4327	operon_2336	hypT
b4328	operon_2336	iadA
b4329	operon_2336	yjiG
b4330	operon_2336	yjiH
b4331	operon_2337	kptA
b4332	operon_2338	yjiJ
b4333	operon_2338	yjiK
b4334	operon_2339	yjiL
b4335	operon_2339	yjiM
b4336	operon_2339	yjiN
b4337	operon_2339	mdtM
b4339	operon_2340	yjiP
b4340	operon_2341	yjiR
b4341	operon_2342	yjiS
b4342	operon_2343	yjiT
b4486	operon_2343	yjiV
b4345	operon_2344	mcrC
b4346	operon_2344	mcrB
b4347	operon_2345	symE
b4625	operon_2346	symR
b4348	operon_2347	hsdS
b4349	operon_2347	hsdM
b4350	operon_2348	hsdR
b4351	operon_2349	mrr
b4352	operon_2350	yjiA
b4353	operon_2350	yjiX
b4354	operon_2351	yjiY
b4355	operon_2352	tsr
b4356	operon_2353	yjjL
b4357	operon_2354	yjjM
b4358	operon_2355	yjjN
b4359	operon_2356	opgB
b4360	operon_2357	yjjA
b4361	operon_2357	dnaC
b4362	operon_2357	dnaT
b4363	operon_2358	yjjB
b4364	operon_2358	yjjP
b4365	operon_2359	yjjQ
b4366	operon_2359	bglJ
b4367	operon_2360	fhuF
b4567	operon_2361	yjjZ
b4368	operon_2362	leuV
b4369	operon_2362	leuP
b4370	operon_2362	leuQ
b4371	operon_2363	rsmC
b4372	operon_2364	holD
b4373	operon_2364	rimI
b4374	operon_2364	yjjG
b4375	operon_2365	prfC
b4376	operon_2366	osmY
b4568	operon_2366	ytjA
b4377	operon_2367	yjjU
b4378	operon_2367	yjjV
b4379	operon_2368	yjjW
b4380	operon_2368	yjjI
b4381	operon_2369	deoC
b4382	operon_2369	deoA
b4383	operon_2369	deoB
b4384	operon_2370	deoD
b4385	operon_2371	yjjJ
b4386	operon_2372	lplA
b4387	operon_2372	ytjB
b4388	operon_2373	serB
b4389	operon_2373	radA
b4390	operon_2373	nadR
b4391	operon_2374	yjjK
b4392	operon_2375	slt
b4393	operon_2375	trpR
b4394	operon_2376	yjjX
b4395	operon_2377	ytjC
b4396	operon_2378	rob
b4397	operon_2379	creA
b4398	operon_2379	creB
b4399	operon_2379	creC
b4400	operon_2379	creD
b4401	operon_2380	arcA
b4402	operon_2381	yjjY
b4403	operon_2382	yjtD
